title,link,dc_date,description
"QA Web Application Test Engineer (redwood shores)","http://sfbay.craigslist.org/pen/sof/2978535006.html",2012-04-25T16:33:40Z,"Qualys, Inc. is the leading provider of on demand IT security risk and compliance management solutions -- delivered as a service. Qualys' Software-as-a-Service solutions are deployed in a matter of hours anywhere in the world, providing customers an immediate and continuous view of their security and compliance postures. The QualysGuard® service is used today by more than 5,500 organizations in 85 countries, including 51 of the Fortune Global 100 and performs more than 500 million IP audits per year. Qualys has the largest vulnerability management deployment in the world at a Fortune Global 50 company. Qualys has established strategic agreements with leading managed service providers and consulting organizations including BT, Etisalat, Fujitsu, IBM, I(TS)2, LAC, SecureWorks, Symantec, TELUS and VeriSign.

 In this role you will be applying your vast QA experience to thoroughly test (end to end) our cutting edge products. You will be designing and creating detailed test procedures (automated and manual) that will cover all aspects of testing. This opening is your chance to work in the rapidly expanding field of computer security, in a pre-IPO company with excellent customer ratings and outstanding growth rates.

 
·         A minimum of 5 years experience testing in a QA and/or application development environment. 
·         Experience with using and/or developing test tool for web-based applications (SaaS experience preferred). 
·         Strong experience with automation test tools (preferably Selenium ) 
·         Experienced with Apache/Tomcat web servers and web application development. 
·         Must be proficient with  JAVA, XML, J2EE, HTTP, and HTTPS protocols. 
·         Must have strong Linux operating system experience 
·         Knowledge of relational databases - Oracle 9i and above. 
·         Practical programming experience in Shell/Perl and SQL 
·         Must be a critical thinker with excellent verbal and written skills. 
 

Additional Desired Competencies:
·         PHP and Javascript programming a huge plus. 
·         Web Infrastructure Security testing (XSS, DOS, SQL Injection) 
·         Java and J2EE experience 
·         TCP/IP and network knowledge and troubleshooting. 
 
To apply go to: http://tbe.taleo.net/NA8/ats/careers/requisition.jsp?org=QUALYS&cws=7&rid=418


Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"QA Manager at IBM (emeryville)","http://sfbay.craigslist.org/eby/sof/2978668477.html",2012-04-25T17:31:11Z,"Quality Assurance Manager -- BigFix Platform Team at IBM

BigFix, now Tivoli Endpoint Manager, is a highly-scalable systems management solution that was recently acquired by IBM. Located in Emeryville, CA, the BigFix engineering team is responsible for building a distributed framework to discover problems and enact changes across diverse computing environments, as well as using this framework to develop products that compete in a wide variety of markets. 

It is the mission of the BigFix Platform QA Team to verify that:
 * The management agent operates correctly and robustly on millions of endpoints running dozens of different operating systems
 * The platform scales to deployments of hundreds of thousands of endpoints, and operates effectively in highly distributed scenarios with low network impact
 * The management and reporting UI is usable and responsive
 * The application development interfaces and integration APIs are complete and correct

The BigFix Platform QA Manager will be responsible for the success of the BigFix Platform testing efforts and for the growth and success of the BigFix testing team.  This person will need to have experience as a people manager in technical teams. 

Key activities for this position will include:

 * Technical leadership, both within the test team and as an advocate for product quality issues to the broader team 
 * Coordinating and building consensus with development, Application Engineering, product management, documentation, and support teams, both locally and in remote offices
 * Identifying and removing obstacles for the team
 * Project management and coordination of QA engineer's efforts
 * Providing employees with feedback, coaching, career development 
 * Scaling the team through effective hiring and people development

Apply here:  https://jobs3.netmedia1.com/cp/job_summary.jsp?job_id=SWG-0475638



Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"QA(Quality Assurance/Analyst) Preparation/Certification/Placement (fremont / union city / newark)","http://sfbay.craigslist.org/eby/sof/2978874987.html",2012-04-25T19:00:04Z,"QA(Quality Assurance/Quality Analyst) Preparation/Certification/Placement by a Certified QA (Quality Assurance/Quality Analyst)
Jobs for the candidates who want to work for us as a QA after getting trained, as we urgently require fresh QA candidates for our direct clients.

Strategism is a business consulting firm managed by highly experienced and educated professionals with decades of FORTUNE 100 corporate experience. 

Get Training/Certification and Placement in QA. Onsite & Online Preparation by a QA Certified trainer.

Contact - Mac
Email- mac@strategisminc.com
Phone - 510-449-6734

Onsite & Online Preparation by a QA Certified trainer.

Strategism, Inc. offers a Unique and Excellent QA Training/Certification and Placement in the current IT Industry and job market. We guarantee Training/Certification/Placement and take our responsibility seriously. If you want to get QA Preparation, Certification and Placement by a company who takes the full responsibility to train, get you certified and placed, then you have to go no further, because a Certified QA Professional trainer will train you with his real world valuable experience of 11 years in QA field. After getting trained, we will market you and place you in the current job market as we very urgently require fresh QA candidates for our direct clients.

Instruction Medium: online as well as in class preparation in Fremont CA. 

Instruction Method: Presentations, group-discussions, hand-outs, practice, lab sessions, case-study, role-plays, simulation, reference books, articles, CD's, and journals. 

Additional Features of our Program
 Resume Building assistance.
 Mock interviews for the candidates
 Minimum candidates per batch to ensure maximum attention
 Post job assistance, Support will be provided while you are in the project
 Free up gradation of skills anytime for our employees.
 Job Focused preparation in latest hot cloud technologies.
 Association with reputed clients throughout United States.

QA Training Information
&#61558;	QA Course Content - 

MANUAL TESTING 

Introduction 
Most Common software problems 
Purpose of Testing 
Benefits of Testing 
Objectives of Software Tester 
Best Testing Practices 

QUALITY PRINCIPLES 

Overview 
Definition of Quality 
Quality Assurance Vs Quality Control 

SOFTWARE PROCESS 

Definition of Software Process 
SOFTWARE DEVELOPMENT LIFE CYCLE , TESTING METHODOLOGY 
Testing Models-Waterfall, V, Spiral, Agile, RAD an introduction 
Definition of Phases 

REQUIREMENTS MANAGEMENT 

Requirement Changes and Management 
Process of Managing Changes 

SOFTWARE TESTING FUNDAMENTALS 

Primary Role of Software Testing 
Definition of Defect 

TESTING POLICY Vs QUALITY POLICY A COMPARSION 

Testing Policy 
Quality Policy 

TESTING LEVELS 

Unit Testing-A Definition 
Integration Testing-A Definition 
System Testing- A Definition 
Acceptance Testing- A Definition 

TYPES OF TESTING 

Big Bang Testing 
Bottom Up Integration Testing 
Top Down Integration Testing 
Regression Testing etc.

TESTING TECHNIQUES 

White Box Testing Techniques 
Black Box Testing Techniques 
Incremental Testing 
Top Down 
Bottom Up 
Thread Testing 
Table of Analysis of the above Techniques 

VERIFICATION PROCESS 

In Process Reviews 
Decision Point or Phased End Reviews 
Post Implementation/ Post Mortem 
Three General Classes of Review 
Informal or Peer Review 
Semi Informal or Walk Through 
Formal or Inspection 

TEST LEVEL CRITERION 

Requirements Definition Exit Criteria 
Analysis Exit Criteria 
Design Exit Criteria 
Unit Exit Criteria 
Integration Test Entrance Criteria 
Integration Test Exit Criteria 
System Test Entrance Criteria 
System Test Exit Criteria. 

TESTING TECHNIQUES 

Usability Testing 
Vendor Validation Testing 
Conversion Testing 

LOAD RUNNER

Stress/Load testing 
Performance Testing 
Recovery testing 
Configuration Testing 
Benefits Realization Tests 
   Gather information for an effective performance test
   Perform the basic performance testing creation flow
   Create Virtual Users using LoadRunner VuGen
   Understand LoadRunner scenarios and how to use them to load test an application
   Execute LoadRunner scenarios
   Monitor and analyze performance tests results

QTP
Introduction to Automated Testing QTP
&#61558; Need of automation Testing
&#61558; Difference between manual and automation Testing
&#61558; Requirements to move from WinRunner to QTP
&#61558; Introduction to QTP and Discussion on various versions of QTP
&#61558; Understanding the complete test process of QTP
&#61558; Discussion on the Difference between process and QTP process
&#61558; Discussion on various components of the QTP window
&#61558; Implementing GUI and Bit map Regression Test
&#61558; Understanding Add-in manager
&#61558; Working with Record and Run settings Tool options
&#61558; Working with active screen
&#61558; Working with debug viewer
&#61558; Creating Test Scenarios /Components
&#61558; Creating the basic script
&#61558; Understanding the Objects Repository
&#61558; Working with shared and per action object Repository
&#61558; Working with the object spy option
&#61558; Working with the check points for both windows and web applications
&#61558; Working with the run time properties of various GUI objects
&#61558; Understanding the Environment Variables
Actions
&#61558; Introduction
&#61558; Creating New Actions
&#61558; Splitting Actions
&#61558; Renaming Actions
&#61558; Types of Actions
&#61558; Normal Actions
&#61558; Reusable Actions
&#61558; External Actions
&#61558; Functions
&#61558; Need of Functions
&#61558; Creating User Defined Functions
&#61558; Working with User Defined Functions
Libraries
&#61558; Introduction    
&#61558; Creating Library files
&#61558; Associating Library file
 Step Generators
 Additional concepts
&#61558; File System Object
&#61558; Environment variables
&#61558; Database Connections
&#61558; MS Access
&#61558; SQL Server
&#61558; Oracle
&#61558; Creating Log Files
 Virtual object Configuration
&#61558; Recovery Scenario Manager
&#61558; Introduction
&#61558; Types of Trigger events
&#61558; Creating the Recovery files
&#61558; Associating the Recovery files
 Descriptive Programming
&#61558; Introduction
&#61558; Creating Descriptive Scripts Advantages
&#61558; Regular Expressions
&#61558; Introduction
&#61558; Advantages of Regular Expressions
Reporting Methods 
Working with the option result in test log
Creating a separate test Log File
Writing the results  testing to the log File
Reading the data from the text Files
XML Operations
ADVANCED OPTIONS
VB Scripting Language Options
Utility Objects
Coding standards for QTP
Frame work for the QTP Automation
Sessions on writing the script for a Window /Web based applications
Framework Implementation
&#61558; Linear
&#61558; Modular
&#61558; Keyword Driven
&#61558; Hybrid


Selenium

Introducing Selenium
o To Automate or Not to Automate? That is the Question!
o Test Automation for Web Applications
o Introducing Selenium
o Selenium Components
o Supported Browsers
o Flexibility and Extensibility
Selenium Basics
o Getting Started -- Choosing Your Selenium Tool
o Introducing Selenium Commands
o Test Suites
o Commonly Used Selenium Commands
Selenium-IDE
o Introduction
o Installing the IDE
o Opening the IDE
o IDE Features
o Building Test Cases
o Running Test Cases
o Using Base URL to Run Test Cases in Different Domains
o Debugging
o Writing a Test Suite
o User Extensions
o Format
o Executing Selenium-IDE Tests on Different Browsers

Course Duration 50 hrs


All the course content mentioned above will be fully covered by the trainer, as we guarantee your Placement.

Contact Mac
mac@strategisminc.com
Phone- 510-449-6734 






 Compensation: $60,0000-$100,000
 Telecommuting is ok.
 This is a part-time job.
 This is a contract job.
 This is an internship job
 OK to highlight this job opening for persons with disabilities
OK for recruiters to contact this job poster.
Phone calls about this job are ok.
Please do not contact job poster about other services, products or commercial interests.
"
"QA Lead (financial district)","http://sfbay.craigslist.org/sfc/sof/2979443637.html",2012-04-26T00:13:03Z,"Moovweb is changing the way companies take their web assets to the mobile web and app stores. We have created a disruptive web development framework that allows businesses to optimize websites for mobile devices and quickly create mobile applications.

We've built our game-changing technology by assembling a team of innovative software engineers, including well known open-source contributor Hampton Catlin, whose SASS and HAML frameworks are used by millions of developers around the world. After one short year in the market -- without any formal marketing or PR -- we have signed some of the largest brands in the country and are now powering award winning mobile properties used by millions of consumers. Moovweb is located in downtown San Francisco and is backed by two of Silicon Valley&#700;s best angel investors: Andy Bechtolsheim and Eric Hahn. We are profitable and growing quickly. Learn more about the company at http://moovweb.com.

Position:
QA Lead

Description:
We need a driven and organized person to lead our QA efforts for production sites, software rollouts, and development projects for mobile websites and apps. You will organize a small and growing team of QA Testers and Site Engineers, sort through reported issues and use your technical judgement to identify their severity and impact, help us identify system-wide issues versus site-specific issues, and maintain SLA&#700;s for response and resolution times. It is important that you see our software&#700;s quality, which is seen by millions of people every day, as a personal mission.

Requirements:
 Problem solving and troubleshooting skills
 2-3 years of QA experience
 Ability to play a lead role in helping to shape our QA testing best practices
 Knowledge of HTML, CSS, JavaScript, and web standards
 Experience with bug tracking tools and version control software like Git and SVN 
 Excited about how mobile devices are changing the way we consume the web!

We are excited to hear from you, please send your resume to jobs AT moovweb DOT com!


 Compensation: Market rate
Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"Lead QA Engineer-Mobile Device (redwood city)","http://sfbay.craigslist.org/pen/sof/2979600206.html",2012-04-26T01:50:47Z,"
Responsibilities:

Maintaining and evolving QA test processes to aid in high quality and timely releases
Develop thorough test plans and test cases based on requirements and ensure that they are followed
work with Product management and Development teams to keep on top of feature requirements and development deliverables
Act as key point of contact for all QA aspects of releases, providing QA services and coordinating QA resources internally and externally.
Identify and automate test cases to help speed up QA test cycles. 
Work with and coordinate offshore QA team activities - including schedules, bug scrubs
Report and prioritize outstanding bugs on a regular basis
Participate in hands on testing and bug reporting on key features
Reproduce bug reports from field and file/ follow up with bug reports.
Verify that load, performance and scalability requirements on the product have been met
Drive the  planning and delivery on quality of key Zenprise Mobile Device Management features.
 

Skills:

BS/MS in Computer Science/Engineering 
8+ years of software QA experience in growing responsibilities
Atleast 2+ years of previous experience as QA team lead
Experience testing GWT and Silverlight UIs a big plus 
Strong communicaton skills are an absolute must
Experience with open source QA automation / test management tools, including Selenium, JMeter, Junit, Nunit and TestLink.
Experience testing software / applications in the mobile device space is a huge plus 
Functional Unix (Linux / Solaris) and Windows experience including scripting and automation
Demonstrated ability to take ownership on key features and drive test cycles from acceptance to release.
Experience testing a SaaS / cloud based product is good to have





 Compensation: Market Rate
Principals only. Recruiters, please don't contact this job poster.
Phone calls about this job are ok.
Please do not contact job poster about other services, products or commercial interests.
"
"Quality Engineer (San Francisco, CA)","http://sfbay.craigslist.org/sfc/sof/2979582288.html",2012-04-26T01:39:02Z,"	About Us:		Taulia empowers global 2000 firms to make $10+ million/year by offering to pay suppliers ahead of schedule if they agree to discount their invoices.			Our team previously built and exited Ebydos, a leading accounts payable software solution we sold to 600+ enterprises.			We are  well funded by great investors and are already working with big, paying customers whose products you likely use every day.			We're small, selling fast and growing even faster.  Join us in our headquarters in scenic San Francisco, CA.	About the Job:					Create, document, implement and maintain test scripts for our SaaS browser based platform and related services with a deep integration into SAP Financials.							Perform manual testing of new features that assures initial release quality and then design and implement test scripts and/or automation as needed for regression testing.							Work collaboratively in a fast paced team within an agile software development process.							Clearly document how to recreate defects and then track them to their successful resolution.							Focus on product quality and customer satisfaction by improving our software and service through your work.							This is a growing QE team. We are looking for less experienced Quality Engineers too. 		Requirements:					Excellent attention to detail.  You must be able to spot defects from 100 miles away.							Self directed, team oriented with strong ability to work with cross functional teams.							Strong desire to find the breaking points in our products. 							Strong technical aptitude and experience.							Ability to write clear and concise test documents and automation scripts.		Nice to Have:		Hands on experience with SAP (MM, FI, CO) or other Accounts Payable, Accounts Receivable software.			Experience with web and Java technologies like HTML, CSS, JavaScript, JSP, Groovy and Grails. 			Software quality engineering or development experience.			Experience testing large data sets and large data flows.			Hands on experience with automated test implementations.			Experience in delivering software products with an agile methodology and using tools like JIRA or Jenkins. 	How to Apply:		Applications without cover letters will not be considered as we need team members with strong communication skills in English. Write whatever you like, but we'd prefer it if you could explain why you are excited to join a startup and/or tell us about something you've done that you are particularly proud of.			We prioritize applicants who perform our Attention-to-Detail test.  Please review this static web page (spending 15-30 minutes) and document as many discrepancies as you can identify.  Please do not include any discrepancies about the page not being dynamic. Should you have any issues uploading your Word or .Pdf document with the noted discrepancies, this document can be sent to jobs@taulia dot com to ensure review. 	Benefits/Perks: 	In addition to a generous compensation and stock option package, Taulia also offers its employees the following benefits:		A comprehensive Health, Dental, Vision, Life and LTD Insurance plans.			A company-paid commuter benefit subsidy.			3 weeks paid vacation your first year of employment.			A kitchen stocked with snacks, drinks, organic fruit, and regular fully-catered lunches.			Bean bags and video games when you need a break.Click Here to Apply 


 Location: San Francisco, CA
 Compensation: -
Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"MSFT Windows Mobile Test Engineer I (San Diego)","http://sfbay.craigslist.org/sby/sof/2979579786.html",2012-04-26T01:37:24Z,"This is a 1 year full time temp position for a Fortune 500 customer in San Diego
No C2C, No H1 transfers please

Job Description: 
	0 -- 2 years experience
	Responsible for test development, execution, troubleshooting and problem resolution on Microsoft Windows wireless Platform 
	Responsible for various Windows drivers /Modem /Windows Mobile feature integration and test environment set up including creating and executing test scenarios.	
Skills/Experience:
	Experience in testing and must understand test processes.
	Exposure to modem (LTE/UMTS/CDMA/DO) call processing and physical layer.
	Experience in any operating systems platform testing (Microsoft Windows Phone, Google Android, & etc).
	Software programming skills C, C#, or Perl, especially C#.

Education
BS/MS in Electrical Engineering or Computer Science



 Location: San Diego
 This is a contract job.
Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"Software Engineer in Test (White Box)  (emeryville)","http://sfbay.craigslist.org/eby/sof/2980631357.html",2012-04-26T17:39:37Z,"Software Engineer in Test (White Box) 
210240-962

Aspera, a fast growing and profitable software startup in the San Francisco Bay Area building leading edge data transport technology, is seeking a highly motivated senior software engineer with superb design and implementation skills to join our core engineering team. Candidates with a strong research background and new product development experience are encouraged to apply. If you are a QA Engineer who has strong programming skills or you are a Software Developer who wants to help build high quality products by ensuring that they have good UNIT tests and that quality is built in from the start, then you are encouraged to apply.

Responsibilities:
-Develop cross platform frameworks to enable the testing of Aspera products
-Develop test tools for members of the test team
-Work with the development team to ensure UNIT test coverage
-Write test programs for exercising the SDK API
-Create test cases for new features
-Perform manual testing of Aspera products as required.

Minimum Qualifications:
-2+ years of QA or Development experience in C++ and/or Java
-Strong understanding of software engineering and testing principles
-Understanding of TCP/IP networking and protocols
-Experience with C++ Unit Test Frameworks and/or JUnit
-Excellent verbal and written communication skills
-Ability to achieve results on tight time lines.
 
Preferred Qualifications:
-Excellent understanding of TCP/IP networking and protocols;
-Experience with network simulation i.e. Dummynet;
-Experience in Performance/Load and Stress testing;
-Strong scripting skills, Perl or Ruby (Ruby preferred);
-Experience coding in C#.
-B.Sc. or greater in Computer Science/Engineering or related discipline
-2+ years of QA or Development experience in C++ and/or Java

Exceptional candidates with less experience will be considered. 


Please apply here:
https://aspera.silkroad.com/epostings/?fuseaction=app.jobinfo&jobid=210240&version=1#.T2ypp0z0tJM.email



Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"Test Engineering Consultant (san mateo)","http://sfbay.craigslist.org/pen/sof/2980611514.html",2012-04-26T17:31:05Z,"Position Overview:

The successful candidate will be driven to succeed.  He/she will be based in our San Mateo HQ office, but may have to travel for shorter or longer periods of time to customers. They will work closely with our experienced technical team and LogiGear customers, in a wide variety of tasks and challenges.

Key Tasks and Responsibilities:
 
 Assisting customers in various roles with software testing, testing organization and test automation, including LogiGear's Action Based Testing method and TestArchitect product line, both pre and post-sales. 
 Developing and providing training for testing and automation related topics. 
 Provide consultancy and leadership roles in programs and projects to improve testing practices and tooling. 
 Participate in marketing and publicity activities, including possibly representing LogiGear at conferences and seminar presentations. 
 Contribute to the Action Based Testing method and the TestArchitect product line, like best practices, documentation and formulating product requirements. 

Position Requirements:
 
 Maturity as a consultant, able to appreciate and work within the structure and political processes in a large organization, and provide change leadership if needed. 
 Strong conceptual abilities, able to understand and appreciate a method like action based testing. 
 Technical capabilities, including the ability to create software in languages like python, java and c#, and knowledge of current platforms, like mobile, cloud, ALM's and IDE's. 
 Understanding of Agile concepts, like Scrum, and XP, and its implications throughout the development and testing life cycles. 
 Knowledge and experience in software testing and test automation. 
 Ability and willingness to travel, for shorter and longer periods of time. 
 Positive, friendly, cooperative attitude. 
 Ability to represent the company working with customers. 
 Excellent written and spoken communication skills. Submittal of published article or process assessment required. 
 
Company Description:

Founded in California in 1994 by top thought leaders in software quality, LogiGear's facilities in the US and Asia offer the best possible combination of low cost, fast turnaround, and advanced expertise. LogiGear serves clients around the world ranging from the Fortune 500 to early-stage startups in a wide range of industries, offering custom solutions to meet our client's unique needs.

LogiGear provides global solutions for software testing, focusing on test automation as well as an emerging software development services group.  LogiGear US also operates LogiGear VN (LTRC), a research center and a back-office that provides LogiGear US with technology and product development as well as professional service delivery capability to support the Global Test Automation, offshore testing and development service offerings.  LTRC headcount is currently at approximately 400 people with plans to grow to approximately 500+ within the next year, and to 1,000+ in the following two to three years.

Unique and Flexible Software Engineering Solutions 

Additional Information

Local candidates only, no relocation (San Francisco Bay Area)

No third party applications.

Based in San Mateo, CA. Candidate must have legal work status in the US. 



 Compensation: DOE
Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"QA Engineer (Web Applications) (emeryville)","http://sfbay.craigslist.org/eby/sof/2980641947.html",2012-04-26T17:44:14Z,"QA Engineer (Web Applications)
Tracking Code
210250-962

Job Description:
Aspera (www.asperasoft.com), a fast growing and profitable software company in the San Francisco Bay Area building leading edge data transport technology, is seeking a highly motivated engineer to join our software testing team. In short you will be ensuring that our web applications have great usability and are as bug free as possible. In more detail you will:
-Take ownership for the manual, automation, performance and security testing for one or more of our web applications;
-Design and build automation frameworks to automate web based applications;
-Create test cases for new features;
-Perform manual testing on new features;
-Automate as much of the testing as possible;
-Work with development team to ensure UNIT test coverage.

Required Skills:
-2+ years of experience with automation testing tools such as Selenium RC, Watir;
-2+ years of programming experience with Ruby;
-2+ years of experience testing Rails applications;
-Experience with Databases and constructing SQL commands;
-Strong understanding of software engineering principles;
-Expert at QA methodologies, tools and approaches (black box, white box and automation)
-Experience reviewing and commenting on product specifications;
-Experience planning and executing product performance testing is a plus;
-Experience planning and executing product security testing is a plus;

Required Experience:
-BS Computer Science/Engineering or related discipline
-2+ Years of Professional Testing Experience

Exceptional candidates with less experience will be considered. 


QA Engineer (Web Applications) applicants apply here: 
https://aspera.silkroad.com/epostings/?fuseaction=app.jobinfo&jobid=210250&version=1#.Tkw_TXs6aI4.email




Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"Mobile Software QA Engineer (petaluma)","http://sfbay.craigslist.org/nby/sof/2980678934.html",2012-04-26T18:00:05Z,"
Enphase Energy is the fastest growing inverter company in the world.  By combining the power of solar energy and the proven advantages of communications technology, Enphase Energy makes solar power systems productive, reliable, smart and safe - increasing the energy harvest of solar panels by up to 25 percent. Our microinverter system is profoundly changing the way solar systems function, and as a result, changing the solar industry itself.   
As we continue our exciting growth, we are building teams with highly talented individual contributors and leaders who design, develop, and manufacture next generation solar technologies.  Our work environment is fast-paced, fun, and full of exciting new projects.  
Enphase Energy is changing the way solar power is delivered to homes and businesses with the breakthrough Enphase Microinverter System, making solar power systems more productive, more reliable, smarter and safer.  We provide employees the opportunity to do their best work in a stimulating, dynamic, challenging and fun environment.   
This Software QA Senior Engineer will be part of a team that tests mobile and web based software tools focused on supporting our installer partners. You will also have opportunities to test the software and firmware that controls, manages and communicates about our microinverter system.  You are creative, curious, smart and fault sensitive.  

Responsibilities:
	Own the testing of feature sets.
	Maintain excellent working relationships with software engineering team members.
	Create and maintain automated tests.
	Design and conduct exploratory tests.
	Work closely with software developers to present test strategies, design test plans, write test cases, and find ambiguities in requirements.
	Document test failures and anomalies in the bug tracking system.
	Review user documentation and training materials for accuracy and completeness.
	Assist with troubleshooting, investigating, and reproducing field issues.

Requirements:
	Test automation experience required.  RSPEC, Cucumber, Ruby preferred.
	Experience testing mobile application. iOS and Android preferred.
	Experience with agile and test driven development.
	UNIX or Linux experience preferred.
	5+ years of testing experience.
	Exposure to embedded systems testing preferred. 
	C++, C, Objective C, Ruby, Lua, or Assembly development/coding experience preferred.
	Electrical Engineering or Computer Science background required, BS preferred.
	Experience in testing power and powerline equipment helpful.
	SQL or other RDBMS experience helpful.

CLICK HERE TO APPLY.


Principals Only
No Agencies, third-party recruiters, consulting firms, staffing firms or any solicitation of any kind by any method please!
Resumes received by Enphase Energy from search firms and/or individual recruiters are considered unsolicited and will be kept as Enphase Energy intellectual property, or deleted as appropriate unless a contractual obligation is negotiated and approved by the Recruiting Manager in advance. Additional position-specific written authorization is required and must be issued by the Recruiting Manager. This applies to resumes sent by any means to board members, officers, employees or contractors of Enphase Energy. 


 Compensation: DOE
Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
"Game Tester  (redwood city)","http://sfbay.craigslist.org/pen/sof/2980795671.html",2012-04-26T18:51:32Z,"Are you a gamer?  Are you playing games RIGHT NOW on every imaginable platform? This is your chance to use your eye for detail to get paid what you love doing! Nelson Interactive, in partnership with our gaming clients in Foster City, Redwood City, Santa Clara, AND San Francisco is currently hiring Game Testers! 

We are also looking for Localization Testers/Translators.  If you are bilingual in the following languages and have a knack for games as well, use both skills and join the gaming industry.  Bilingual Written/Spoken in the following languages: French, German, Italian, Spanish, Japanese or Korean.

Previous experience with the following platforms is great:  consoles, iphone, ipad, android, or any mobile devices, social networking, online pc/mmorpg--if you play it, you could test it!! 

Compensation based on prior experience: 
Standard QA: $11.00 to $12.00
Language/Localization: $13.00 to $20.00 per hour

Local candidates only - US Work Authorization is required.  EOE

Requirements:

Industry knowledge and an avid gamer- PS3, 360, Wii, PC-MMORPG, Online, Social Media, Mobile 

Sharp attention to detail

Excellent verbal and written communication (all applicants will be subject to a language assessment)

Positive attitude and self motivated

Full time schedules only M-F, 40 hours plus overtime and weekends 

Founded in 1970 with locations throughout California and into Texas, Nelson ranks among the largest independent staffing companies in the United States. Regularly recognized as one of the ""Top 10 Best Staffing Firms to Work For,"" in 2012, Nelson was also honored as one of the Best Places to Work in the Bay Area by the San Francisco Business Times and the San Jose/Silicon Valley Business Journal. Comprised of three major business units focused on specific industries, Nelson has the capacity to place job candidates quickly in a number of fields in full-time, executive, consultative, and temporary positions. Nelson & Associates is the finance and accounting arm of the organization, situating professionals in jobs in the financial arena, while Nelson Technology is plugged into the tech community, filling openings rapidly from their vast social network. Nelson Staffing offers the broad spectrum of career areas, including winery operations, technology, game software testing, legal, engineering, office administration, hospitality, production, customer service, marketing, non-profit, human resources, business development and sales. To learn more about the company, visit www.nelsonhr.com.




 Compensation: $12.00 per hour
Principals only. Recruiters, please don't contact this job poster.
Please, no phone calls about this job!
Please do not contact job poster about other services, products or commercial interests.
"
